25.000,24.997,16.74,21.222
25.000,24.999,16.31,21.222
25.000,24.998,16.61,21.233
25.000,24.999,16.29,21.211
25.000,24.998,16.63,21.211
25.000,25.000,16.17,21.233
25.000,24.998,16.58,21.233
25.000,25.000,16.19,21.233
25.000,24.997,16.70,21.233
25.000,25.000,16.18,21.233
25.000,24.997,16.70,21.211
25.000,24.999,16.33,21.233
25.000,24.998,16.55,21.244
25.000,25.000,16.28,21.233
25.000,24.998,16.52,21.244
25.000,25.001,15.98,21.233
25.000,24.999,16.41,21.244
25.000,25.001,16.05,21.233
25.000,24.998,16.67,21.244
25.000,25.001,16.12,21.222
25.000,24.999,16.38,21.233
25.000,25.003,15.70,21.233
25.000,25.002,15.82,21.211
25.000,25.004,15.54,21.233
25.000,24.999,16.32,21.244
25.000,24.999,16.47,21.201
25.000,24.995,17.08,21.233
25.000,24.999,16.40,21.244
25.000,24.998,16.60,21.233
25.000,25.004,15.56,21.222
25.000,25.003,15.72,21.233
25.000,25.005,15.31,21.233
25.000,25.001,16.06,21.222
25.000,25.001,15.99,21.211
25.000,24.999,16.47,21.233
25.000,25.000,16.26,21.233
25.000,24.999,16.45,21.233
25.000,25.003,15.57,21.211
25.000,25.002,15.75,21.233
25.000,25.005,15.18,21.222
25.000,25.002,15.78,21.211
25.000,25.003,15.67,21.233
25.000,24.999,16.28,21.233
25.000,25.002,15.86,21.222
25.000,24.998,16.45,21.222
25.000,25.001,15.91,21.222
25.000,24.997,16.65,21.233
25.000,25.001,15.95,21.222
25.000,24.999,16.29,21.233
25.000,25.002,15.78,21.222
25.000,25.000,16.15,21.233
25.000,25.003,15.57,21.233
25.000,25.002,15.73,21.211
25.000,25.005,15.13,21.233
25.000,25.002,15.70,21.233
25.000,25.004,15.35,21.233
25.000,25.002,15.80,21.222
25.000,25.003,15.57,21.233
25.000,25.001,15.98,21.244
25.000,25.001,15.84,21.233
25.000,24.999,16.32,21.233
25.000,25.001,15.99,21.244
25.000,25.001,15.96,21.233
25.000,25.004,15.38,21.233
25.000,25.003,15.56,21.254
25.000,25.005,15.12,21.244
25.000,25.003,15.48,21.244
25.000,25.005,15.10,21.254
25.000,25.003,15.41,21.233
25.000,25.006,14.97,21.233
25.000,25.004,15.27,21.254
25.000,25.006,14.94,21.233
25.000,25.002,15.64,21.233
25.000,25.004,15.27,21.233
25.000,25.001,15.76,21.244
25.000,25.004,15.19,21.233
25.000,25.003,15.45,21.244
25.000,25.007,14.70,21.201
25.000,25.005,15.07,21.233
25.000,25.007,14.53,21.254
25.000,25.003,15.30,21.233
25.000,25.004,15.05,21.233
25.000,25.002,15.57,21.244
25.000,25.004,15.19,21.233
25.000,25.001,15.67,21.233
25.000,25.003,15.22,21.233
25.000,25.001,15.63,21.233
25.000,25.004,15.07,21.233
25.000,25.001,15.59,21.222
25.000,25.004,15.00,21.233
25.000,25.001,15.68,21.244
25.000,25.001,15.62,21.211
25.000,24.997,16.36,21.222
25.000,24.998,16.24,21.233
25.000,24.996,16.55,21.222
25.000,25.001,15.69,21.244
25.000,25.002,15.48,21.233
25.000,25.006,14.73,21.222
25.000,25.003,15.20,21.244
25.000,25.004,14.97,21.233
25.000,24.999,15.88,21.233
25.000,24.999,15.94,21.244
25.000,24.996,16.61,21.222
25.000,24.997,16.31,21.233
25.000,24.997,16.39,21.233
25.000,25.003,15.26,21.254
25.000,25.004,15.00,21.233
25.000,25.008,14.24,21.233
25.000,25.007,14.49,21.233
25.000,25.007,14.52,21.222
25.000,25.001,15.52,21.233
25.000,25.000,15.82,21.233
25.000,24.996,16.50,21.233
25.000,24.996,16.46,21.222
25.000,24.995,16.66,21.222
25.000,25.001,15.58,21.222
25.000,25.002,15.37,21.222
25.000,25.005,14.84,21.222
25.000,25.002,15.38,21.244
25.000,25.003,15.26,21.233
25.000,24.997,16.29,21.222
25.000,24.999,15.94,21.201
25.000,24.996,16.43,21.233
25.000,24.999,15.94,21.233
25.000,24.998,16.14,21.211
25.000,25.002,15.44,21.233
25.000,25.001,15.66,21.222
25.000,25.003,15.17,21.233
25.000,25.000,15.76,21.233
25.000,25.002,15.41,21.222
25.000,24.997,16.21,21.211
25.000,24.999,15.99,21.233
25.000,24.996,16.42,21.222
25.000,24.999,15.98,21.233
25.000,24.998,16.22,21.244
25.000,24.999,15.92,21.201
25.000,24.997,16.42,21.233
25.000,24.998,16.14,21.233
25.000,24.996,16.48,21.233
25.000,25.000,15.80,21.233
25.000,25.000,15.85,21.211
25.000,25.002,15.40,21.244
25.000,24.998,16.22,21.222
25.000,24.998,16.10,21.222
25.000,24.995,16.83,21.211
25.000,24.998,16.17,21.233
25.000,24.997,16.32,21.211
25.000,25.000,15.76,21.211
25.000,25.000,15.87,21.211
25.000,25.003,15.32,21.222
25.000,24.998,16.19,21.233
25.000,24.999,16.07,21.201
25.000,24.997,16.39,21.211
25.000,25.000,15.88,21.222
25.000,24.999,16.04,21.211
25.000,25.002,15.48,21.201
25.000,25.000,15.84,21.211
25.000,25.002,15.43,21.233
25.000,24.997,16.47,21.201
25.000,24.997,16.40,21.211
25.000,24.994,17.02,21.233
25.000,24.997,16.36,21.233
25.000,24.997,16.47,21.211
25.000,25.002,15.60,21.222
25.000,25.001,15.63,21.222
25.000,25.003,15.26,21.190
25.000,24.999,16.04,21.211
25.000,24.999,16.04,21.201
25.000,24.996,16.57,21.201
25.000,25.000,15.93,21.201
25.000,24.999,16.08,21.190
25.000,25.002,15.51,21.190
25.000,25.000,15.93,21.211
25.000,25.001,15.69,21.201
25.000,24.997,16.43,21.201
25.000,24.998,16.35,21.190
25.000,24.995,16.89,21.190
25.000,24.998,16.29,21.201
25.000,24.998,16.31,21.211
25.000,25.002,15.64,21.233
25.000,25.001,15.76,21.190
25.000,25.004,15.20,21.190
25.000,25.000,15.93,21.190
25.000,25.000,15.92,21.201
25.000,24.995,16.79,21.222
25.000,24.997,16.52,21.190
25.000,24.993,17.17,21.201
25.000,24.997,16.49,21.179
25.000,24.998,16.34,21.201
25.000,25.003,15.34,21.211
25.000,25.004,15.28,21.201
25.000,25.007,14.65,21.201
25.000,25.003,15.43,21.201
25.000,25.002,15.49,21.190
25.000,24.996,16.66,21.201
25.000,24.997,16.57,21.190
25.000,24.995,16.92,21.190
25.000,24.998,16.26,21.190
25.000,24.999,16.07,21.201
25.000,25.005,15.00,21.190
25.000,25.004,15.22,21.179
25.000,25.006,14.78,21.190
25.000,25.001,15.74,21.190
25.000,25.000,15.89,21.190
25.000,24.994,16.97,21.169
25.000,24.995,16.92,21.169
25.000,24.993,17.28,21.169
25.000,24.997,16.59,21.169
25.000,24.997,16.60,21.158
25.000,25.003,15.41,21.190
25.000,25.004,15.22,21.169
25.000,25.007,14.67,21.169
25.000,25.003,15.33,21.190
25.000,25.004,15.22,21.179
25.000,24.999,16.14,21.179
25.000,24.999,16.13,21.179
25.000,24.997,16.46,21.169
25.000,25.001,15.76,21.169
25.000,25.002,15.64,21.147
25.000,25.005,15.06,21.169
25.000,25.001,15.74,21.169
25.000,25.002,15.49,21.158
25.000,24.997,16.41,21.179
25.000,24.999,16.04,21.169
25.000,24.996,16.59,21.179
25.000,25.001,15.81,21.158
25.000,25.000,15.84,21.169
25.000,25.004,15.19,21.179
25.000,25.000,15.86,21.158
25.000,25.002,15.51,21.169
25.000,24.999,16.10,21.179
25.000,25.000,15.88,21.158
25.000,24.998,16.28,21.147
25.000,25.001,15.76,21.179
25.000,25.000,15.93,21.169
25.000,25.001,15.66,21.179
25.000,24.998,16.24,21.179
25.000,24.999,16.13,21.158
25.000,24.997,16.42,21.158
25.000,25.001,15.73,21.158
25.000,25.000,15.92,21.158
25.000,25.003,15.36,21.190
25.000,24.999,16.09,21.158
25.000,25.000,15.88,21.179
25.000,24.999,16.09,21.147
25.000,25.001,15.78,21.169
25.000,24.999,16.10,21.158
25.000,25.002,15.58,21.179
25.000,25.000,15.99,21.158
