25.000,25.004,1.32,21.512
25.000,25.004,1.67,21.522
25.000,25.003,1.89,21.565
25.000,25.003,1.77,21.522
25.000,24.999,2.45,21.533
25.000,25.003,1.42,21.522
25.000,24.999,2.45,21.533
25.000,24.992,3.24,21.544
25.000,24.995,2.20,21.544
25.000,24.999,1.76,21.522
25.000,24.996,2.57,21.522
25.000,25.003,1.20,21.544
25.000,24.996,2.92,21.522
25.000,24.995,2.57,21.544
25.000,24.996,2.23,21.544
25.000,24.999,1.89,21.544
25.000,24.997,2.35,21.533
25.000,24.997,2.24,21.522
25.000,24.999,2.01,21.533
25.000,25.004,1.22,21.533
25.000,25.005,1.46,21.533
25.000,25.000,2.48,21.533
25.000,25.003,1.56,21.544
25.000,24.992,3.61,21.544
25.000,25.003,0.86,21.533
25.000,24.997,2.71,21.533
25.000,25.004,1.10,21.544
25.000,25.003,1.91,21.544
25.000,25.003,1.79,21.533
25.000,25.008,0.88,21.533
25.000,25.000,2.71,21.533
25.000,24.999,2.23,21.544
25.000,25.000,1.89,21.544
25.000,25.000,2.00,21.544
25.000,24.996,2.69,21.533
25.000,25.001,1.43,21.544
25.000,24.995,3.03,21.544
25.000,24.996,2.23,21.544
25.000,25.001,1.44,21.555
25.000,24.997,2.59,21.544
25.000,25.000,1.78,21.565
25.000,25.000,2.02,21.544
25.000,25.001,1.79,21.544
25.000,25.000,2.13,21.533
25.000,25.001,1.79,21.544
25.000,24.997,2.59,21.544
25.000,25.004,1.10,21.555
25.000,24.999,2.59,21.544
25.000,25.008,0.53,21.565
25.000,24.996,3.39,21.555
25.000,25.003,1.20,21.544
25.000,25.000,2.24,21.544
25.000,25.010,0.41,21.555
25.000,24.997,3.27,21.544
25.000,25.003,1.31,21.544
25.000,24.992,3.60,21.565
25.000,25.000,1.30,21.555
25.000,25.001,1.78,21.555
25.000,24.996,2.81,21.565
25.000,25.003,1.20,21.555
25.000,25.000,2.24,21.555
25.000,25.003,1.55,21.555
25.000,25.003,1.78,21.512
25.000,25.005,1.32,21.544
25.000,24.999,2.69,21.544
25.000,24.996,2.56,21.522
25.000,25.000,1.65,21.555
25.000,24.997,2.46,21.555
25.000,25.000,1.77,21.555
25.000,24.999,2.23,21.555
